MEG2169	MEG2241	2	Fly	-	Yeast
MEG2116	MEG2116	2	Fly	-	Yeast
MEG2033	MEG364	2	Fly	-	Yeast
MEG2023	MEG88	2	Fly	-	Yeast
MEG2021	MEG2090	2	Fly	-	Yeast
MEG2020	MEG591	2	Fly	-	Yeast
MEG2018	MEG5090	2	Fly	-	Yeast
MEG2012	MEG330	2	Fly	-	Yeast
MEG2012	MEG306	2	Fly	-	Yeast
MEG2005	MEG448	2	-	Worm	Yeast
MEG1997	MEG521	2	Fly	-	Yeast
MEG1991	MEG308	2	-	Worm	Yeast
MEG1985	MEG1985	2	Fly	-	Yeast
MEG1975	MEG1975	2	Fly	-	Yeast
MEG1967	MEG460	2	-	Worm	Yeast
MEG1966	MEG544	2	Fly	-	Yeast
MEG1917	MEG891	2	-	Worm	Yeast
MEG1901	MEG704	2	Fly	-	Yeast
MEG1901	MEG2062	2	Fly	-	Yeast
MEG1896	MEG976	2	Fly	-	Yeast
MEG1866	MEG334	2	Fly	-	Yeast
MEG1843	MEG1961	2	Fly	Worm	-
MEG182	MEG2992	2	Fly	Worm	-
MEG1765	MEG3965	2	Fly	Worm	-
MEG1762	MEG1782	2	Fly	-	Yeast
MEG1760	MEG2319	2	Fly	-	Yeast
MEG176	MEG59	2	Fly	-	Yeast
MEG1744	MEG2314	2	-	Worm	Yeast
MEG1742	MEG2082	2	Fly	-	Yeast
MEG1731	MEG598	2	-	Worm	Yeast
MEG171	MEG779	2	-	Worm	Yeast
MEG1702	MEG902	2	Fly	-	Yeast
MEG1701	MEG1783	2	Fly	-	Yeast
MEG1700	MEG1700	2	Fly	-	Yeast
MEG1690	MEG334	2	Fly	-	Yeast
MEG1678	MEG2202	2	Fly	-	Yeast
MEG1677	MEG1997	2	Fly	-	Yeast
MEG1675	MEG928	2	Fly	-	Yeast
MEG1657	MEG4512	2	Fly	Worm	-
MEG1649	MEG1649	2	Fly	-	Yeast
MEG1645	MEG59	2	Fly	-	Yeast
MEG1643	MEG390	2	Fly	-	Yeast
MEG1636	MEG2877	2	Fly	Worm	-
MEG1613	MEG2170	2	Fly	-	Yeast
MEG1609	MEG883	2	Fly	-	Yeast
MEG1605	MEG2395	2	-	Worm	Yeast
MEG1605	MEG2077	2	-	Worm	Yeast
MEG1602	MEG1744	2	-	Worm	Yeast
MEG1602	MEG1602	2	Fly	Worm	-
MEG1581	MEG2115	2	Fly	-	Yeast
MEG1578	MEG922	2	Fly	-	Yeast
MEG1558	MEG757	2	Fly	-	Yeast
MEG155	MEG2196	2	Fly	-	Yeast
MEG1542	MEG3720	2	Fly	Worm	-
MEG1530	MEG1530	2	Fly	-	Yeast
MEG1512	MEG331	2	-	Worm	Yeast
MEG1503	MEG1751	2	Fly	-	Yeast
MEG1473	MEG3556	2	Fly	Worm	-
MEG1463	MEG1487	2	Fly	-	Yeast
MEG1448	MEG90	2	Fly	-	Yeast
MEG1398	MEG2210	2	Fly	-	Yeast
MEG1397	MEG783	2	Fly	-	Yeast
MEG1394	MEG1966	2	-	Worm	Yeast
MEG1384	MEG312	2	Fly	-	Yeast
MEG1366	MEG1566	2	-	Worm	Yeast
MEG1357	MEG504	2	-	Worm	Yeast
MEG1350	MEG821	2	Fly	-	Yeast
MEG1342	MEG253	2	Fly	Worm	-
MEG1339	MEG51	2	Fly	-	Yeast
MEG1325	MEG756	2	-	Worm	Yeast
MEG1325	MEG727	2	-	Worm	Yeast
MEG1325	MEG1325	2	-	Worm	Yeast
MEG1298	MEG1874	2	Fly	-	Yeast
MEG1292	MEG1292	2	Fly	-	Yeast
MEG1269	MEG1928	2	-	Worm	Yeast
MEG1242	MEG201	2	Fly	-	Yeast
MEG1241	MEG2021	2	Fly	-	Yeast
MEG1235	MEG1926	2	-	Worm	Yeast
MEG1227	MEG481	2	-	Worm	Yeast
MEG1225	MEG1924	2	Fly	-	Yeast
MEG1208	MEG1599	2	-	Worm	Yeast
MEG120	MEG2414	2	Fly	-	Yeast
MEG1177	MEG849	2	Fly	-	Yeast
MEG1171	MEG2395	2	-	Worm	Yeast
MEG1171	MEG2032	2	-	Worm	Yeast
MEG1171	MEG1643	2	Fly	-	Yeast
MEG1171	MEG1605	2	-	Worm	Yeast
MEG1169	MEG371	2	Fly	-	Yeast
MEG1160	MEG1614	2	Fly	-	Yeast
MEG1148	MEG1670	2	Fly	-	Yeast
MEG1140	MEG2311	2	Fly	-	Yeast
MEG112	MEG5052	2	Fly	Worm	-
MEG1099	MEG940	2	-	Worm	Yeast
MEG1092	MEG2341	2	Fly	-	Yeast
MEG1087	MEG849	2	-	Worm	Yeast
MEG1079	MEG889	2	Fly	-	Yeast
MEG1072	MEG830	2	Fly	-	Yeast
MEG1072	MEG1072	2	Fly	-	Yeast
MEG1042	MEG531	2	Fly	-	Yeast
MEG1020	MEG1087	2	-	Worm	Yeast
MEG102	MEG575	2	Fly	-	Yeast
MEG1018	MEG1966	2	-	Worm	Yeast
MEG1017	MEG1112	2	Fly	-	Yeast
MEG1014	MEG5376	2	Fly	Worm	-
MEG1012	MEG120	2	Fly	-	Yeast
MEG1006	MEG616	2	-	Worm	Yeast
MEG1003	MEG1684	2	Fly	-	Yeast
MEG998	MEG998	1	-	-	Yeast
MEG997	MEG997	1	-	-	Yeast
MEG989	MEG989	1	-	-	Yeast
MEG983	MEG983	1	-	-	Yeast
MEG976	MEG995	1	-	-	Yeast
MEG970	MEG970	1	-	-	Yeast
MEG967	MEG994	1	Fly	-	-
MEG958	MEG983	1	-	-	Yeast
MEG958	MEG962	1	-	-	Yeast
MEG955	MEG999	1	-	-	Yeast
MEG951	MEG951	1	-	-	Yeast
MEG95	MEG95	1	-	-	Yeast
MEG942	MEG942	1	-	-	Yeast
MEG940	MEG982	1	-	-	Yeast
MEG940	MEG981	1	-	-	Yeast
MEG940	MEG951	1	-	-	Yeast
MEG940	MEG940	1	-	-	Yeast
MEG939	MEG995	1	-	-	Yeast
MEG936	MEG936	1	-	-	Yeast
MEG935	MEG945	1	-	-	Yeast
MEG932	MEG976	1	-	-	Yeast
MEG931	MEG931	1	Fly	-	-
MEG93	MEG93	1	-	-	Yeast
MEG928	MEG970	1	-	-	Yeast
MEG927	MEG927	1	-	-	Yeast
MEG926	MEG940	1	-	-	Yeast
MEG926	MEG928	1	-	-	Yeast
MEG922	MEG922	1	-	-	Yeast
MEG918	MEG918	1	-	-	Yeast
MEG914	MEG914	1	-	-	Yeast
MEG913	MEG957	1	-	-	Yeast
MEG913	MEG913	1	-	-	Yeast
MEG912	MEG994	1	-	-	Yeast
MEG912	MEG95	1	Fly	-	-
MEG911	MEG940	1	-	-	Yeast
MEG911	MEG93	1	-	-	Yeast
MEG910	MEG913	1	-	-	Yeast
MEG906	MEG951	1	-	-	Yeast
MEG906	MEG93	1	-	-	Yeast
MEG904	MEG986	1	-	-	Yeast
MEG904	MEG976	1	-	-	Yeast
MEG903	MEG940	1	Fly	-	-
MEG903	MEG903	1	-	-	Yeast
MEG902	MEG999	1	-	-	Yeast
MEG902	MEG902	1	-	-	Yeast
MEG900	MEG914	1	Fly	-	-
MEG897	MEG958	1	-	-	Yeast
MEG897	MEG897	1	-	-	Yeast
MEG895	MEG958	1	-	-	Yeast
MEG895	MEG895	1	-	-	Yeast
MEG892	MEG898	1	Fly	-	-
MEG891	MEG940	1	-	-	Yeast
MEG891	MEG926	1	-	-	Yeast
MEG891	MEG908	1	-	-	Yeast
MEG891	MEG891	1	-	-	Yeast
MEG89	MEG97	1	Fly	-	-
MEG89	MEG89	1	-	-	Yeast
MEG888	MEG981	1	-	-	Yeast
MEG888	MEG888	1	-	-	Yeast
MEG887	MEG983	1	-	-	Yeast
MEG887	MEG962	1	-	-	Yeast
MEG887	MEG958	1	-	-	Yeast
MEG887	MEG922	1	-	-	Yeast
MEG887	MEG895	1	-	-	Yeast
MEG886	MEG895	1	-	-	Yeast
MEG884	MEG962	1	-	-	Yeast
MEG884	MEG951	1	-	-	Yeast
MEG884	MEG902	1	-	-	Yeast
MEG883	MEG940	1	-	-	Yeast
MEG88	MEG912	1	-	-	Yeast
MEG88	MEG88	1	-	-	Yeast
MEG874	MEG874	1	-	-	Yeast
MEG873	MEG892	1	-	-	Yeast
MEG873	MEG884	1	-	-	Yeast
MEG873	MEG873	1	-	-	Yeast
MEG870	MEG870	1	-	-	Yeast
MEG869	MEG892	1	-	-	Yeast
MEG869	MEG869	1	-	-	Yeast
MEG867	MEG867	1	-	-	Yeast
MEG866	MEG958	1	-	-	Yeast
MEG866	MEG884	1	-	-	Yeast
MEG866	MEG866	1	-	-	Yeast
MEG864	MEG864	1	-	-	Yeast
MEG863	MEG939	1	-	-	Yeast
MEG863	MEG863	1	-	-	Yeast
MEG852	MEG958	1	-	-	Yeast
MEG852	MEG891	1	-	-	Yeast
MEG852	MEG852	1	-	-	Yeast
MEG850	MEG968	1	-	-	Yeast
MEG850	MEG850	1	-	Worm	-
MEG849	MEG982	1	-	-	Yeast
MEG848	MEG848	1	-	-	Yeast
MEG846	MEG846	1	-	-	Yeast
MEG845	MEG983	1	Fly	-	-
MEG842	MEG87	1	-	-	Yeast
MEG840	MEG96	1	-	-	Yeast
MEG840	MEG940	1	-	-	Yeast
MEG84	MEG870	1	Fly	-	-
MEG84	MEG84	1	-	-	Yeast
MEG839	MEG958	1	-	-	Yeast
MEG838	MEG838	1	-	-	Yeast
MEG835	MEG932	1	-	-	Yeast
MEG833	MEG833	1	-	-	Yeast
MEG831	MEG883	1	-	-	Yeast
MEG831	MEG831	1	-	-	Yeast
MEG830	MEG976	1	-	-	Yeast
MEG829	MEG998	1	-	-	Yeast
MEG828	MEG962	1	-	-	Yeast
MEG828	MEG913	1	-	-	Yeast
MEG828	MEG873	1	-	-	Yeast
MEG828	MEG867	1	-	-	Yeast
MEG826	MEG906	1	Fly	-	-
MEG824	MEG824	1	-	-	Yeast
MEG822	MEG822	1	-	-	Yeast
MEG821	MEG902	1	-	-	Yeast
MEG821	MEG853	1	-	-	Yeast
MEG821	MEG852	1	-	-	Yeast
MEG82	MEG958	1	-	-	Yeast
MEG82	MEG82	1	-	-	Yeast
MEG817	MEG817	1	-	-	Yeast
MEG816	MEG982	1	-	-	Yeast
MEG816	MEG981	1	-	-	Yeast
MEG816	MEG940	1	-	-	Yeast
MEG815	MEG895	1	-	-	Yeast
MEG815	MEG848	1	-	-	Yeast
MEG810	MEG810	1	-	-	Yeast
MEG808	MEG828	1	-	-	Yeast
MEG808	MEG808	1	-	-	Yeast
MEG807	MEG807	1	-	-	Yeast
MEG806	MEG958	1	-	-	Yeast
MEG806	MEG940	1	-	-	Yeast
MEG806	MEG815	1	-	-	Yeast
MEG806	MEG806	1	-	-	Yeast
MEG804	MEG804	1	-	-	Yeast
MEG803	MEG803	1	-	-	Yeast
MEG80	MEG997	1	-	-	Yeast
MEG80	MEG940	1	Fly	-	-
MEG80	MEG80	1	-	-	Yeast
MEG8	MEG841	1	Fly	-	-
MEG799	MEG999	1	-	-	Yeast
MEG799	MEG962	1	-	-	Yeast
MEG799	MEG913	1	-	-	Yeast
MEG799	MEG897	1	-	-	Yeast
MEG799	MEG886	1	-	-	Yeast
MEG799	MEG799	1	-	-	Yeast
MEG798	MEG887	1	-	-	Yeast
MEG798	MEG798	1	-	-	Yeast
MEG796	MEG939	1	-	-	Yeast
MEG793	MEG852	1	-	-	Yeast
MEG787	MEG939	1	-	-	Yeast
MEG785	MEG958	1	-	-	Yeast
MEG785	MEG941	1	-	-	Yeast
MEG785	MEG93	1	-	-	Yeast
MEG785	MEG785	1	-	-	Yeast
MEG783	MEG990	1	-	-	Yeast
MEG782	MEG799	1	Fly	-	-
MEG781	MEG940	1	-	-	Yeast
MEG781	MEG781	1	-	-	Yeast
MEG779	MEG936	1	-	-	Yeast
MEG775	MEG796	1	-	-	Yeast
MEG770	MEG770	1	-	-	Yeast
MEG77	MEG900	1	-	-	Yeast
MEG77	MEG772	1	-	-	Yeast
MEG77	MEG77	1	-	-	Yeast
MEG769	MEG863	1	-	-	Yeast
MEG767	MEG908	1	-	-	Yeast
MEG763	MEG92	1	-	-	Yeast
MEG763	MEG908	1	-	-	Yeast
MEG763	MEG891	1	-	-	Yeast
MEG763	MEG763	1	-	-	Yeast
MEG760	MEG981	1	-	-	Yeast
MEG760	MEG760	1	-	-	Yeast
MEG756	MEG940	1	-	-	Yeast
MEG756	MEG850	1	-	-	Yeast
MEG756	MEG815	1	-	-	Yeast
MEG755	MEG755	1	-	-	Yeast
MEG752	MEG939	1	-	-	Yeast
MEG752	MEG752	1	-	-	Yeast
MEG750	MEG939	1	-	-	Yeast
MEG750	MEG890	1	-	-	Yeast
MEG750	MEG750	1	-	-	Yeast
MEG747	MEG988	1	-	Worm	-
MEG747	MEG962	1	-	-	Yeast
MEG747	MEG873	1	-	-	Yeast
MEG747	MEG867	1	-	-	Yeast
MEG747	MEG838	1	Fly	-	-
MEG747	MEG808	1	-	-	Yeast
MEG747	MEG798	1	-	-	Yeast
MEG746	MEG869	1	-	-	Yeast
MEG745	MEG745	1	-	-	Yeast
MEG744	MEG990	1	-	-	Yeast
MEG744	MEG852	1	-	-	Yeast
MEG744	MEG790	1	-	-	Yeast
MEG742	MEG940	1	-	-	Yeast
MEG742	MEG742	1	-	-	Yeast
MEG738	MEG96	1	-	-	Yeast
MEG738	MEG738	1	-	-	Yeast
MEG737	MEG987	1	-	-	Yeast
MEG737	MEG936	1	-	-	Yeast
MEG734	MEG93	1	-	-	Yeast
MEG734	MEG829	1	-	-	Yeast
MEG734	MEG785	1	-	-	Yeast
MEG734	MEG739	1	-	-	Yeast
MEG733	MEG928	1	Fly	-	-
MEG729	MEG983	1	-	-	Yeast
MEG729	MEG941	1	-	-	Yeast
MEG729	MEG913	1	-	-	Yeast
MEG729	MEG895	1	-	-	Yeast
MEG728	MEG940	1	-	-	Yeast
MEG727	MEG988	1	-	Worm	-
MEG727	MEG965	1	-	-	Yeast
MEG727	MEG940	1	-	-	Yeast
MEG727	MEG850	1	-	Worm	-
MEG727	MEG727	1	-	-	Yeast
MEG726	MEG922	1	-	-	Yeast
MEG726	MEG726	1	-	-	Yeast
MEG725	MEG80	1	Fly	-	-
MEG723	MEG939	1	-	-	Yeast
MEG722	MEG722	1	-	-	Yeast
MEG721	MEG912	1	-	-	Yeast
MEG721	MEG779	1	-	-	Yeast
MEG721	MEG763	1	-	-	Yeast
MEG721	MEG756	1	-	-	Yeast
MEG72	MEG72	1	-	-	Yeast
MEG719	MEG719	1	-	-	Yeast
MEG717	MEG928	1	-	-	Yeast
MEG716	MEG983	1	-	-	Yeast
MEG713	MEG892	1	-	-	Yeast
MEG713	MEG828	1	-	-	Yeast
MEG713	MEG747	1	-	-	Yeast
MEG713	MEG713	1	-	-	Yeast
MEG7120	MEG756	1	-	Worm	-
MEG712	MEG97	1	-	-	Yeast
MEG710	MEG999	1	-	-	Yeast
MEG710	MEG958	1	-	-	Yeast
MEG710	MEG828	1	-	-	Yeast
MEG710	MEG710	1	-	-	Yeast
MEG7094	MEG7094	1	-	Worm	-
MEG709	MEG95	1	Fly	-	-
MEG709	MEG941	1	-	-	Yeast
MEG709	MEG848	1	-	-	Yeast
MEG709	MEG752	1	-	-	Yeast
MEG709	MEG709	1	-	-	Yeast
MEG7085	MEG7085	1	-	Worm	-
MEG705	MEG888	1	-	-	Yeast
MEG705	MEG783	1	-	-	Yeast
MEG705	MEG754	1	-	-	Yeast
MEG705	MEG727	1	-	-	Yeast
MEG701	MEG701	1	-	-	Yeast
MEG7005	MEG799	1	-	Worm	-
MEG70	MEG752	1	Fly	-	-
MEG699	MEG891	1	-	-	Yeast
MEG697	MEG848	1	-	-	Yeast
MEG6941	MEG852	1	-	Worm	-
MEG6941	MEG6941	1	-	Worm	-
MEG694	MEG939	1	-	-	Yeast
MEG6923	MEG850	1	-	Worm	-
MEG6923	MEG6941	1	-	Worm	-
MEG6920	MEG869	1	-	Worm	-
MEG692	MEG821	1	-	-	Yeast
MEG690	MEG998	1	-	-	Yeast
MEG690	MEG940	1	-	-	Yeast
MEG690	MEG868	1	-	-	Yeast
MEG690	MEG816	1	-	-	Yeast
MEG690	MEG760	1	-	-	Yeast
MEG690	MEG727	1	-	-	Yeast
MEG690	MEG694	1	-	-	Yeast
MEG690	MEG690	1	-	-	Yeast
MEG689	MEG689	1	-	-	Yeast
MEG687	MEG852	1	-	-	Yeast
MEG687	MEG687	1	-	-	Yeast
MEG684	MEG976	1	-	-	Yeast
MEG684	MEG911	1	-	-	Yeast
MEG684	MEG904	1	-	-	Yeast
MEG684	MEG902	1	-	-	Yeast
MEG684	MEG899	1	-	-	Yeast
MEG684	MEG843	1	-	Worm	-
MEG684	MEG719	1	Fly	-	-
MEG684	MEG709	1	Fly	-	-
MEG682	MEG682	1	-	-	Yeast
MEG6812	MEG76	1	-	Worm	-
MEG680	MEG990	1	-	-	Yeast
MEG68	MEG981	1	-	-	Yeast
MEG68	MEG889	1	-	-	Yeast
MEG68	MEG690	1	-	-	Yeast
MEG68	MEG68	1	-	-	Yeast
MEG679	MEG690	1	-	-	Yeast
MEG677	MEG958	1	-	-	Yeast
MEG677	MEG891	1	-	-	Yeast
MEG677	MEG677	1	-	-	Yeast
MEG675	MEG80	1	-	-	Yeast
MEG675	MEG768	1	Fly	-	-
MEG674	MEG940	1	-	-	Yeast
MEG673	MEG96	1	-	-	Yeast
MEG673	MEG951	1	-	-	Yeast
MEG6727	MEG6812	1	-	Worm	-
MEG672	MEG672	1	-	-	Yeast
MEG671	MEG857	1	-	-	Yeast
MEG671	MEG807	1	-	-	Yeast
MEG671	MEG764	1	-	-	Yeast
MEG671	MEG671	1	-	-	Yeast
MEG670	MEG889	1	-	-	Yeast
MEG670	MEG790	1	-	-	Yeast
MEG67	MEG958	1	-	-	Yeast
MEG67	MEG67	1	-	-	Yeast
MEG669	MEG746	1	-	-	Yeast
MEG664	MEG6923	1	-	Worm	-
MEG663	MEG990	1	-	-	Yeast
MEG662	MEG998	1	-	-	Yeast
MEG662	MEG996	1	-	-	Yeast
MEG662	MEG988	1	-	-	Yeast
MEG662	MEG959	1	-	-	Yeast
MEG662	MEG939	1	-	-	Yeast
MEG662	MEG923	1	-	-	Yeast
MEG662	MEG870	1	-	-	Yeast
MEG662	MEG803	1	-	-	Yeast
MEG662	MEG800	1	-	-	Yeast
MEG662	MEG732	1	-	-	Yeast
MEG662	MEG721	1	-	-	Yeast
MEG662	MEG72	1	-	-	Yeast
MEG662	MEG682	1	-	-	Yeast
MEG662	MEG662	1	-	-	Yeast
MEG6611	MEG880	1	-	Worm	-
MEG6600	MEG900	1	-	Worm	-
MEG6572	MEG91	1	-	Worm	-
MEG6572	MEG891	1	-	Worm	-
MEG6572	MEG849	1	-	Worm	-
MEG6572	MEG843	1	-	Worm	-
MEG6572	MEG7101	1	-	Worm	-
MEG6572	MEG7049	1	-	Worm	-
MEG6572	MEG6693	1	-	Worm	-
MEG6572	MEG6686	1	-	Worm	-
MEG657	MEG657	1	-	-	Yeast
MEG6560	MEG6923	1	-	Worm	-
MEG656	MEG987	1	-	-	Yeast
MEG656	MEG939	1	-	-	Yeast
MEG656	MEG835	1	-	-	Yeast
MEG656	MEG806	1	-	-	Yeast
MEG656	MEG799	1	-	-	Yeast
MEG655	MEG655	1	-	-	Yeast
MEG654	MEG662	1	-	-	Yeast
MEG653	MEG656	1	-	-	Yeast
MEG652	MEG990	1	-	-	Yeast
MEG651	MEG671	1	-	-	Yeast
MEG65	MEG770	1	Fly	-	-
MEG65	MEG65	1	-	-	Yeast
MEG6485	MEG7094	1	-	Worm	-
MEG6478	MEG7094	1	-	Worm	-
MEG647	MEG659	1	-	-	Yeast
MEG644	MEG981	1	-	-	Yeast
MEG644	MEG883	1	-	-	Yeast
MEG644	MEG644	1	-	-	Yeast
MEG643	MEG700	1	Fly	-	-
MEG642	MEG940	1	-	-	Yeast
MEG642	MEG939	1	-	-	Yeast
MEG642	MEG684	1	-	-	Yeast
MEG642	MEG642	1	-	-	Yeast
MEG6419	MEG818	1	-	Worm	-
MEG641	MEG818	1	-	-	Yeast
MEG641	MEG705	1	-	-	Yeast
MEG640	MEG940	1	-	-	Yeast
MEG640	MEG891	1	-	-	Yeast
MEG640	MEG640	1	-	-	Yeast
MEG64	MEG887	1	-	-	Yeast
MEG6392	MEG727	1	-	Worm	-
MEG638	MEG904	1	Fly	-	-
MEG638	MEG867	1	-	-	Yeast
MEG638	MEG6941	1	-	Worm	-
MEG6377	MEG82	1	-	Worm	-
MEG637	MEG815	1	-	-	Yeast
MEG637	MEG637	1	-	-	Yeast
MEG636	MEG828	1	-	-	Yeast
MEG6344	MEG957	1	-	Worm	-
MEG634	MEG912	1	-	-	Yeast
MEG632	MEG848	1	-	-	Yeast
MEG632	MEG752	1	-	-	Yeast
MEG632	MEG721	1	-	-	Yeast
MEG632	MEG709	1	-	-	Yeast
MEG632	MEG657	1	-	-	Yeast
MEG632	MEG632	1	-	-	Yeast
MEG631	MEG981	1	-	-	Yeast
MEG631	MEG970	1	-	-	Yeast
MEG631	MEG897	1	-	-	Yeast
MEG631	MEG816	1	-	-	Yeast
MEG631	MEG808	1	-	-	Yeast
MEG631	MEG763	1	-	-	Yeast
MEG631	MEG710	1	-	-	Yeast
MEG631	MEG631	1	-	-	Yeast
MEG630	MEG763	1	-	-	Yeast
MEG630	MEG747	1	-	-	Yeast
MEG630	MEG630	1	-	-	Yeast
MEG6295	MEG722	1	Fly	-	-
MEG6294	MEG654	1	Fly	-	-
MEG6291	MEG958	1	Fly	-	-
MEG629	MEG983	1	Fly	-	-
MEG629	MEG96	1	-	-	Yeast
MEG6285	MEG891	1	-	Worm	-
MEG628	MEG839	1	Fly	-	-
MEG628	MEG806	1	-	-	Yeast
MEG628	MEG662	1	-	-	Yeast
MEG6278	MEG640	1	Fly	-	-
MEG6272	MEG792	1	Fly	-	-
MEG6272	MEG775	1	Fly	-	-
MEG627	MEG891	1	-	-	Yeast
MEG627	MEG684	1	-	-	Yeast
MEG627	MEG631	1	-	-	Yeast
MEG627	MEG627	1	-	-	Yeast
MEG6268	MEG654	1	-	Worm	-
MEG6259	MEG839	1	Fly	-	-
MEG6252	MEG880	1	-	Worm	-
MEG625	MEG758	1	-	-	Yeast
MEG625	MEG63	1	-	-	Yeast
MEG625	MEG625	1	-	-	Yeast
MEG6242	MEG6272	1	Fly	-	-
MEG6241	MEG907	1	Fly	-	-
MEG6241	MEG727	1	Fly	-	-
MEG6233	MEG841	1	Fly	-	-
MEG6233	MEG752	1	Fly	-	-
MEG6233	MEG6233	1	Fly	-	-
MEG6231	MEG940	1	-	Worm	-
MEG623	MEG995	1	-	-	Yeast
MEG623	MEG91	1	-	-	Yeast
MEG623	MEG864	1	-	-	Yeast
MEG623	MEG845	1	-	-	Yeast
MEG623	MEG723	1	-	-	Yeast
MEG6222	MEG958	1	Fly	-	-
MEG6222	MEG6233	1	Fly	-	-
MEG6212	MEG782	1	Fly	-	-
MEG6212	MEG643	1	Fly	-	-
MEG6210	MEG987	1	Fly	-	-
MEG6210	MEG958	1	Fly	-	-
MEG6210	MEG906	1	Fly	-	-
MEG6210	MEG784	1	Fly	-	-
MEG6210	MEG6243	1	Fly	-	-
MEG620	MEG821	1	Fly	-	-
MEG620	MEG815	1	-	-	Yeast
MEG620	MEG805	1	-	-	Yeast
MEG620	MEG733	1	-	-	Yeast
MEG620	MEG687	1	-	-	Yeast
MEG6199	MEG89	1	Fly	-	-
MEG6198	MEG943	1	Fly	-	-
MEG6193	MEG6291	1	Fly	-	-
MEG619	MEG832	1	-	-	Yeast
MEG619	MEG651	1	-	-	Yeast
MEG6185	MEG900	1	Fly	-	-
MEG6185	MEG85	1	Fly	-	-
MEG6171	MEG6572	1	-	Worm	-
MEG617	MEG662	1	-	-	Yeast
MEG617	MEG6210	1	Fly	-	-
MEG6166	MEG988	1	Fly	-	-
MEG616	MEG765	1	-	-	Yeast
MEG616	MEG747	1	-	-	Yeast
MEG616	MEG729	1	-	-	Yeast
MEG616	MEG616	1	-	-	Yeast
MEG6153	MEG976	1	Fly	-	-
